modbusTCP;inverter;SMA;STP 110-60;;;;;;;0
1193;3;41495;U16;;160_9_ID;;1;0;;0
1194;3;41496;STRING;;160_9_IDStr;;1;0;;0
1195;3;41504;U16;160_DCA_SF;9_DCA;;1;0;A;4
1196;3;41505;U16;160_DCV_SF;9_DCV;;1;0;V;4
1197;3;41506;U16;160_DCW_SF;9_DCW;;1;0;W;4
1198;3;41507;U32;160_DCWH_SF;160_9_DCWH;;1;0;Wh;0
1199;3;41509;U32;;160_9_Tms;;1;0;Secs;0
1200;3;41511;I16;;160_9_Tmp;;1;0;C;0
1201;3;41512;U16;;160_9_DCSt;;1;0;;0
1202;3;41513;U32;;160_9_DCEvt;;1;0;;0
1203;3;41515;U16;;160_10_ID;;1;0;;0
1204;3;41516;STRING;;160_10_IDStr;;1;0;;0
1205;3;41524;U16;160_DCA_SF;10_DCA;;1;0;A;4
1206;3;41525;U16;160_DCV_SF;10_DCV;;1;0;V;4
1207;3;41526;U16;160_DCW_SF;10_DCW;;1;0;W;4
1208;3;41527;U32;160_DCWH_SF;160_10_DCWH;;1;0;Wh;0
1209;3;41529;U32;;160_10_Tms;;1;0;Secs;0
1210;3;41531;I16;;160_10_Tmp;;1;0;C;0
1211;3;41532;U16;;160_10_DCSt;;1;0;;0
1212;3;41533;U32;;160_10_DCEvt;;1;0;;0
1213;3;41535;U16;;160_11_ID;;1;0;;0
1214;3;41536;STRING;;160_11_IDStr;;1;0;;0
1215;3;41544;U16;160_DCA_SF;11_DCA;;1;0;A;4
1216;3;41545;U16;160_DCV_SF;11_DCV;;1;0;V;4
1217;3;41546;U16;160_DCW_SF;11_DCW;;1;0;W;4
1218;3;41547;U32;160_DCWH_SF;160_11_DCWH;;1;0;Wh;0
1219;3;41549;U32;;160_11_Tms;;1;0;Secs;0
1220;3;41551;I16;;160_11_Tmp;;1;0;C;0
1221;3;41552;U16;;160_11_DCSt;;1;0;;0
1222;3;41553;U32;;160_11_DCEvt;;1;0;;0
